"DHSID","lat","long","base_WI_no_elec_m","year","survey_year"
"UG200600000130",0.887961,33.306214,-0.897625146385351,"2006","2006"
"UG200600000131",1.069171,33.31311,-1.26550149987308,"2006","2006"
"UG200600000132",0.65704,33.329557,-0.998274630587936,"2006","2006"
"UG200600000133",0.509438,33.128226,-0.903553635944478,"2006","2006"
"UG200600000134",0.656017,33.180947,-0.41856011029202,"2006","2006"
"UG200600000135",1.263288,33.047096,-1.44329469190235,"2006","2006"
"UG200600000136",1.303928,33.070117,-0.988085760088533,"2006","2006"
"UG200600000137",1.121935,33.318157,-1.34734941305346,"2006","2006"
"UG200600000138",1.303204,33.028778,-1.25608841300285,"2006","2006"
"UG200600000139",1.058884,32.99825,-1.27643845490504,"2006","2006"
"UG200600000140",0.783753,33.251775,-0.933847719922454,"2006","2006"
"UG200600000141",0.91567,33.102853,-0.616553945566973,"2006","2006"
"UG200600000142",0.915305,33.237587,-1.00479292783213,"2006","2006"
"UG200600000143",0.882899,33.487564,-0.733271156925845,"2006","2006"
"UG200600000144",1.144634,33.557264,-1.21311031524943,"2006","2006"
"UG200600000145",1.084304,33.379475,-1.31870452147614,"2006","2006"
"UG200600000146",0.80575,33.053569,-0.205818154747692,"2006","2006"
"UG200600000147",0.796744,33.075145,-0.735125599463487,"2006","2006"
"UG200600000148",0.505811,33.387474,-0.468215716386571,"2006","2006"
"UG200600000149",1.072979,34.173998,1.39454857664221,"2006","2006"
"UG200600000150",1.722496,33.59802,-0.826688082261776,"2006","2006"
"UG200600000151",1.406812,34.548105,-1.55571972528713,"2006","2006"
"UG200600000152",1.39116,34.422213,-0.946249344187465,"2006","2006"
"UG200600000153",2.001353,33.560289,-2.10714820377422,"2006","2006"
"UG200600000154",1.860153,33.941065,-2.1026361975417,"2006","2006"
"UG200600000155",1.337988,34.080264,-1.40709638286511,"2006","2006"
"UG200600000156",1.626883,33.751046,-1.76450038094969,"2006","2006"
"UG200600000157",1.119369,34.051127,-1.59310598203437,"2006","2006"
"UG200600000158",1.504328,34.133529,-1.78524292892898,"2006","2006"
"UG200600000159",0.929605,34.282007,-0.785314452621671,"2006","2006"
"UG200600000160",0.863255,34.330793,-1.15147131530176,"2006","2006"
"UG200600000161",0.876828,34.224437,-1.11174312221913,"2006","2006"
"UG200600000162",0.785605,34.321412,-1.4586689758044,"2006","2006"
"UG200600000163",0.765713,34.310448,-1.95266214360985,"2006","2006"
"UG200600000164",0.833838,34.356302,-1.05588245821564,"2006","2006"
"UG200600000165",0.844052,34.314893,-1.32230007980462,"2006","2006"
"UG200600000166",0.880248,34.326825,-1.10536151584898,"2006","2006"
"UG200600000167",0.881493,34.375066,-0.809045970382123,"2006","2006"
"UG200600000168",0.864468,34.374344,-0.814701282612828,"2006","2006"
"UG200600000169",0.886679,34.318478,-1.34169598865647,"2006","2006"
"UG200600000170",1.06354,34.210065,-0.799536011124312,"2006","2006"
"UG200600000171",0.975754,34.256064,-1.06603379040517,"2006","2006"
"UG200600000172",1.033526,34.311374,-0.934582031141306,"2006","2006"
"UG200600000173",1.067513,34.383111,-0.962969339192655,"2006","2006"
"UG200600000174",1.163863,33.941986,-0.97581935834525,"2006","2006"
"UG200600000175",1.322296,33.743344,-1.17939848163518,"2006","2006"
"UG200600000176",1.106669,33.753222,-1.60876554232637,"2006","2006"
"UG200600000177",0.954134,33.930513,-1.7956778958295,"2006","2006"
"UG200600000178",1.393911,33.397524,-1.70607534058406,"2006","2006"
"UG200600000179",1.795237,33.584059,-1.45040950879503,"2006","2006"
"UG200600000180",1.664273,33.67219,-1.74855709944543,"2006","2006"
"UG200600000181",0.970683,34.073321,-1.3791124822911,"2006","2006"
"UG200600000182",0.841348,34.143501,-1.69152788573643,"2006","2006"
"UG200600000183",0.623225,34.012953,-1.61170049363267,"2006","2006"
"UG200600000184",0.728098,34.012469,-1.48254363711603,"2006","2006"
"UG200600000185",1.746493,33.379548,-1.9494705675179,"2006","2006"
"UG200600000186",1.215379,34.246321,-0.804100273692417,"2006","2006"
"UG200600000190",3.276395,32.891451,-0.826858823526803,"2006","2006"
"UG200600000194",2.016431,32.508505,-1.47241619007726,"2006","2006"
"UG200600000201",2.318662,32.88963,-0.796063087877001,"2006","2006"
"UG200600000202",2.500107,33.078072,-1.86729785672909,"2006","2006"
"UG200600000205",3.507755,34.127656,-1.16670566677429,"2006","2006"
"UG200600000206",1.82934,34.7193,-1.93705850662496,"2006","2006"
"UG200600000207",3.704376,33.974047,-2.53627200848669,"2006","2006"
"UG200600000208",3.618382,34.139674,-2.28033192278386,"2006","2006"
"UG200600000209",3.496369,34.096601,-2.31701524480397,"2006","2006"
"UG200600000210",3.604766,34.171469,-2.46003693392875,"2006","2006"
"UG200600000211",3.076433,34.137493,-2.42266947242868,"2006","2006"
"UG200600000212",3.015269,34.052179,-2.64703918307999,"2006","2006"
"UG200600000213",2.157883,34.22763,-2.3685033677142,"2006","2006"
"UG200600000214",2.360987,34.480236,-2.38839572438941,"2006","2006"
"UG200600000215",2.430398,34.818582,-2.41935088276597,"2006","2006"
"UG200600000217",2.372209,34.625214,-2.48280928154561,"2006","2006"
"UG200600000218",3.754023,34.15108,-2.24115389760758,"2006","2006"
"UG200600000219",3.676606,33.974129,-1.86138130393749,"2006","2006"
"UG200600000220",3.518569,33.653924,-2.59833743577513,"2006","2006"
"UG200600000221",3.309948,33.941025,-2.55853901055286,"2006","2006"
"UG200600000222",3.520205,34.093082,-2.58361081540702,"2006","2006"
"UG200600000223",3.170265,33.973986,-2.61518311048838,"2006","2006"
"UG200600000224",2.994726,34.197369,-2.02668140130266,"2006","2006"
"UG200600000225",3.062646,34.151222,-2.36402701268638,"2006","2006"
"UG200600000226",2.669283,33.5424,-2.0703209169325,"2006","2006"
"UG200600000227",2.056192,34.264066,-2.3779782854308,"2006","2006"
"UG200600000228",2.339923,34.507236,-2.45454253917947,"2006","2006"
"UG200600000229",2.492365,34.710199,-2.89621156556131,"2006","2006"
"UG200600000230",2.744885,34.490509,-2.32495702254922,"2006","2006"
"UG200600000231",1.813164,34.572105,-1.67913883428056,"2006","2006"
"UG200600000232",2.041839,34.489529,-2.79078189035548,"2006","2006"
"UG200600000233",1.62876,34.962487,-2.57554753793361,"2006","2006"
"UG200600000234",2.272056,34.506186,-2.52006859251434,"2006","2006"
"UG200600000235",3.010203,30.896654,-1.06884788979577,"2006","2006"
"UG200600000236",3.397228,30.956667,-1.2991374023424,"2006","2006"
"UG200600000237",2.416934,30.987487,-0.942613598425413,"2006","2006"
"UG200600000238",3.390535,31.945979,-1.82341790278448,"2006","2006"
"UG200600000239",3.121108,30.855592,-1.369162003355,"2006","2006"
"UG200600000240",3.037779,30.958023,-0.550044387341562,"2006","2006"
"UG200600000242",3.454489,30.993285,-1.69984756500689,"2006","2006"
"UG200600000243",3.478344088,30.96363627,-1.57989373556495,"2006","2006"
"UG200600000245",3.213354,31.011545,-1.44481542585359,"2006","2006"
"UG200600000248",3.349622,31.039126,-1.64385611382098,"2006","2006"
"UG200600000249",3.102444,31.010209,-1.47407241915105,"2006","2006"
"UG200600000250",3.215393,31.008862,-1.58976436667163,"2006","2006"
"UG200600000251",3.303199,31.180027,-1.72122929244858,"2006","2006"
"UG200600000252",3.242779,31.165954,-2.06030240877846,"2006","2006"
"UG200600000253",2.864443,31.019673,-1.79632757343314,"2006","2006"
"UG200600000254",2.718581,31.012334,-1.7329222484344,"2006","2006"
"UG200600000255",2.826299,30.8814,-1.55873819873352,"2006","2006"
"UG200600000256",3.241279,31.548352,-1.43528842799386,"2006","2006"
"UG200600000257",3.67807,31.82452,-0.69011908515275,"2006","2006"
"UG200600000258",2.36467,30.915763,-1.34814606728076,"2006","2006"
"UG200600000259",2.553886,30.935024,-1.61232933384207,"2006","2006"
"UG200600000260",2.486965,31.168227,-1.42328073785274,"2006","2006"
"UG200600000261",2.518425,31.122467,-1.42740289682152,"2006","2006"
"UG200600000262",3.230073,31.394285,-1.78520823237511,"2006","2006"
"UG200600000263",1.442774,31.363734,0.253278759499328,"2006","2006"
"UG200600000264",0.193142,30.086692,-0.0570891919354423,"2006","2006"
"UG200600000266",0.677183,29.971569,-1.2318888100728,"2006","2006"
"UG200600000267",0.725246,30.033485,-0.798005112973583,"2006","2006"
"UG200600000268",0.810527,30.107037,-0.97335006011454,"2006","2006"
"UG200600000269",1.368878,31.447512,-1.0238279360342,"2006","2006"
"UG200600000270",1.656293,31.32181,-0.935370474830305,"2006","2006"
"UG200600000271",1.460983,31.191723,-1.44342525017738,"2006","2006"
"UG200600000272",1.262601,31.111005,-1.27145490083198,"2006","2006"
"UG200600000273",0.469997,30.16859,-1.18992180908121,"2006","2006"
"UG200600000275",0.597729,30.325992,-0.27564886488531,"2006","2006"
"UG200600000276",0.600154,30.159562,-0.997685371936753,"2006","2006"
"UG200600000277",0.053623,29.776521,-0.725230256950388,"2006","2006"
"UG200600000278",-0.001015,29.736805,-0.941665936480165,"2006","2006"
"UG200600000279",0.092526,29.754539,-1.12111952594828,"2006","2006"
"UG200600000280",0.331616,30.092723,-1.45637121172982,"2006","2006"
"UG200600000281",0.385052,30.137784,-1.33441774480049,"2006","2006"
"UG200600000282",0.074712,29.989298,-0.875522278730109,"2006","2006"
"UG200600000283",1.02338,31.18397,-0.762353683455726,"2006","2006"
"UG200600000284",0.933761,30.660872,-1.22585697504815,"2006","2006"
"UG200600000285",1.090452,30.967815,-1.10766520625119,"2006","2006"
"UG200600000286",1.021127,30.565279,-1.91927131511698,"2006","2006"
"UG200600000287",0.943702,31.10625,-1.15592029440827,"2006","2006"
"UG200600000288",1.639017,31.616252,-0.8817708472489,"2006","2006"
"UG200600000289",2.110045,31.499274,-1.94471932829192,"2006","2006"
"UG200600000290",1.6635,31.748095,-1.12781209402481,"2006","2006"
"UG200600000291",2.014136,32.141379,-1.68588241466877,"2006","2006"
"UG200600000292",2.209358,32.296788,-1.69783645323635,"2006","2006"
"UG200600000293",0.399781,30.473902,-1.14133250900816,"2006","2006"
"UG200600000294",0.251153,30.556963,-1.29347955654201,"2006","2006"
"UG200600000295",-0.088497,30.215574,-1.10344596939249,"2006","2006"
"UG200600000296",0.58865,31.111928,-1.06415343031632,"2006","2006"
"UG200600000297",0.663798,30.899103,-1.34194092526544,"2006","2006"
"UG200600000298",0.621571,30.433143,-0.841672860148995,"2006","2006"
"UG200600000299",0.69829,30.552125,-0.931557502348058,"2006","2006"
"UG200600000300",0.793595,30.738677,-0.874144811813534,"2006","2006"
"UG200600000301",-1.240615,29.963294,-0.289913929430113,"2006","2006"
"UG200600000302",-0.605555,30.664872,0.530322588745846,"2006","2006"
"UG200600000303",-0.890744,30.276131,0.672129555672588,"2006","2006"
"UG200600000304",-0.395454,30.242357,-1.41838463771039,"2006","2006"
"UG200600000305",-0.308475,30.422156,-0.948621524213527,"2006","2006"
"UG200600000306",-0.224883,30.105606,-1.20239539655857,"2006","2006"
"UG200600000307",-0.379953,30.148201,-1.09084295822569,"2006","2006"
"UG200600000308",-0.458093,30.275474,-0.84143665477992,"2006","2006"
"UG200600000309",-0.498393,30.177159,-0.806803067547032,"2006","2006"
"UG200600000310",-0.418478,30.110673,-0.0974616573623798,"2006","2006"
"UG200600000311",-0.668436,30.027884,-0.919142923399545,"2006","2006"
"UG200600000312",-0.696777,30.037942,-1.01008406838868,"2006","2006"
"UG200600000313",-0.647428,30.311003,-0.715422180206595,"2006","2006"
"UG200600000314",-0.486409,30.350332,-0.558469802432136,"2006","2006"
"UG200600000315",-0.654555,30.204793,-0.86601456070939,"2006","2006"
"UG200600000316",-1.241959,30.097188,-1.27624744523492,"2006","2006"
"UG200600000317",-1.422712,29.930803,-1.06429523141565,"2006","2006"
"UG200600000318",-1.161701,29.814784,-0.882529427399619,"2006","2006"
"UG200600000319",-1.335719,29.794428,-1.0528743124678,"2006","2006"
"UG200600000320",-0.821476,31.141987,-1.28722820444867,"2006","2006"
"UG200600000321",-0.907856,31.050974,-1.29707062453572,"2006","2006"
"UG200600000322",-0.004504,30.426632,-0.750687763335162,"2006","2006"
"UG200600000323",-0.250846,30.551446,-0.343974420351567,"2006","2006"
"UG200600000324",-0.766014,30.778882,-0.620385924335383,"2006","2006"
"UG200600000325",-0.880323,30.628607,-1.28527412957696,"2006","2006"
"UG200600000326",-0.915899,30.696054,-1.25064864764436,"2006","2006"
"UG200600000327",-0.485684,30.522727,-1.2680014539845,"2006","2006"
"UG200600000328",0.160264,30.725121,-1.3395319823061,"2006","2006"
"UG200600000329",0.028698,30.709679,-1.29974879355917,"2006","2006"
"UG200600000330",-0.293047,30.849466,-1.2371188265437,"2006","2006"
"UG200600000331",-0.738284,30.399555,-0.932721424788883,"2006","2006"
"UG200600000332",-0.811118,30.030367,-0.911703225592081,"2006","2006"
"UG200600000333",-0.840744,30.353325,-1.17332092339962,"2006","2006"
"UG200600000334",-0.98166,30.270639,-1.05121283144685,"2006","2006"
"UG200600000335",-0.956442,29.971138,-1.22840035580613,"2006","2006"
"UG200600000336",-0.655946,29.802955,-1.47409916365852,"2006","2006"
"UG200600000337",-0.79878,29.687774,-0.700480898391992,"2006","2006"
"UG200600000338",-0.90807,29.823237,-0.716458423522231,"2006","2006"
"UG200600000339",2.923089,32.398611,-1.57199852540497,"2006","2006"
"UG200600000340",2.614218,32.33483,-1.60182581408122,"2006","2006"
"UG200600000341",2.643592,32.539044,-1.69921403683364,"2006","2006"
"UG200600000342",2.756537,32.222968,-1.45385383408843,"2006","2006"
"UG200600000343",2.62047,31.943992,-1.52088988547596,"2006","2006"
"UG200600000344",2.884875,32.173908,-1.68041271584819,"2006","2006"
"UG200600000345",2.802251,32.013039,-2.25462833764862,"2006","2006"
"UG200600000346",2.843016,31.744462,-1.77903671298652,"2006","2006"
"UG200600000347",3.028394,32.124607,-1.42775827769848,"2006","2006"
"UG200600000348",3.254107,32.906294,-1.52935357038387,"2006","2006"
"UG200600000349",3.251376,33.173901,-1.69774081570343,"2006","2006"
"UG200600000350",3.366015,33.029251,-1.89202545973401,"2006","2006"
"UG200600000351",3.461549,32.840149,-1.5233614572994,"2006","2006"
"UG200600000352",3.612241,32.696992,-1.49068570279859,"2006","2006"
"UG200600000353",3.557611,32.968323,-1.68586668775273,"2006","2006"
"UG200600000354",2.688952,32.793522,-1.72477148617948,"2006","2006"
"UG200600000355",2.936557,32.937952,-1.64010045160748,"2006","2006"
"UG200600000356",2.860446,33.104347,-1.66314761737173,"2006","2006"
"UG200600000357",2.783293,33.172372,-1.95569623671178,"2006","2006"
"UG200600000358",3.020682,33.352593,-1.91590500977999,"2006","2006"
"UG200600000359",2.956943,33.474898,-1.90664506391886,"2006","2006"
"UG200600000360",2.642756,33.278196,-1.6395560554871,"2006","2006"
"UG200600000361",2.235462,33.02638,-1.22827636579753,"2006","2006"
"UG200600000362",2.470803,32.971439,-1.54904807704226,"2006","2006"
"UG200600000363",2.247988,33.23267,-1.68886626324412,"2006","2006"
"UG200600000364",2.117532,33.349763,-1.60232548212733,"2006","2006"
"UG200600000365",2.237835,33.394558,-1.72368628848979,"2006","2006"
"UG200600000366",2.284966,32.868072,-1.31542317505047,"2006","2006"
"UG200600000367",2.502065,32.688304,-1.64454024205628,"2006","2006"
"UG200600000368",2.464692,32.52408,-1.52660357747711,"2006","2006"
"UG200900000001",-0.360672,32.423418,-1.39386286024996,"2009","2009"
"UG200900000002",-0.055845,31.694363,-1.00270260289182,"2009","2009"
"UG200900000003",-0.404268,31.672585,-0.103547069091362,"2009","2009"
"UG200900000004",-0.385334,31.334605,-0.705443977389212,"2009","2009"
"UG200900000005",-0.24504,31.842583,-0.643811961713403,"2009","2009"
"UG200900000006",0.174786,32.092403,-0.50932029951966,"2009","2009"
"UG200900000007",0.226749,31.631597,-0.25220215139538,"2009","2009"
"UG200900000008",-0.091291,32.062099,-0.377997426834206,"2009","2009"
"UG200900000009",-0.951462,31.550493,-1.10119902044338,"2009","2009"
"UG200900000010",-0.695774,31.707281,-0.887638317030766,"2009","2009"
"UG200900000011",-0.271521,31.363902,-0.7025992173628,"2009","2009"
"UG200900000012",0.081196,32.48265,0.775355370517701,"2009","2009"
"UG200900000013",0.481429,32.576059,0.768220727790782,"2009","2009"
"UG200900000014",0.428997,32.296359,-0.791895335025317,"2009","2009"
"UG200900000015",0.528476,32.611622,-0.198020538710972,"2009","2009"
"UG200900000016",0.478558,32.594679,0.780054076894972,"2009","2009"
"UG200900000017",0.208454,32.58804,0.425662319427419,"2009","2009"
"UG200900000018",0.680376,32.926897,-0.164802632274237,"2009","2009"
"UG200900000019",0.538446,33.049264,-0.721916354898582,"2009","2009"
"UG200900000020",0.823587,31.748897,-1.0926874531762,"2009","2009"
"UG200900000021",0.560846,32.530567,0.419677601995323,"2009","2009"
"UG200900000022",0.888794,32.587888,-0.587240855263035,"2009","2009"
"UG200900000023",0.369323,32.099214,0.548356711516321,"2009","2009"
"UG200900000024",0.631432,32.080958,-0.940136584095886,"2009","2009"
"UG200900000025",0.532252,31.248729,-1.06961369983794,"2009","2009"
"UG200900000026",0.609908,31.276643,-0.591624229287009,"2009","2009"
"UG200900000027",0.499738,31.62531,-1.30610253513842,"2009","2009"
"UG200900000028",0.442487,33.127397,1.0988001634267,"2009","2009"
"UG200900000029",0.202641,32.956116,-0.968761333722965,"2009","2009"
"UG200900000030",0.173366,33.228825,-1.22748208601348,"2009","2009"
"UG200900000031",0.16285,32.845875,-0.80504638187742,"2009","2009"
"UG200900000032",0.540319,32.912703,-1.50334940418358,"2009","2009"
"UG200900000033",0.619168,32.328069,-0.786140314754097,"2009","2009"
"UG200900000034",1.58715,32.125129,-1.13465763979631,"2009","2009"
"UG200900000035",0.194452,33.901288,-1.49067305283786,"2009","2009"
"UG200900000036",0.53027,33.694627,-1.52639956178026,"2009","2009"
"UG200900000037",0.44463,33.725308,-0.627515146250811,"2009","2009"
"UG200900000038",0.630698,33.640884,-1.08206683267676,"2009","2009"
"UG200900000039",0.83149,33.59493,-0.604749772556435,"2009","2009"
"UG200900000040",0.599541,33.493321,-0.0468665184299134,"2009","2009"
"UG200900000041",0.679111,33.313095,-0.875429051942267,"2009","2009"
"UG200900000042",0.64172,33.327397,-0.820493451778745,"2009","2009"
"UG200900000043",0.682278,33.147936,-0.132742740926793,"2009","2009"
"UG200900000044",0.535653,33.110287,-1.00924111948666,"2009","2009"
"UG200900000045",0.938802,33.127206,-0.0389093603648243,"2009","2009"
"UG200900000046",1.390063,32.910258,-1.49113282508367,"2009","2009"
"UG200900000047",0.888477,33.199114,-0.711169970275827,"2009","2009"
"UG200900000048",1.145941,33.508288,-1.35288635718851,"2009","2009"
"UG200900000049",0.753327,33.15288,-0.701825865108755,"2009","2009"
"UG200900000050",0.487639,33.422456,-0.315062167510686,"2009","2009"
"UG200900000051",0.279826,33.455918,-1.2493549037589,"2009","2009"
"UG200900000052",0.315879,32.57117,0.574210923153218,"2009","2009"
"UG200900000053",0.317727,32.564119,2.68827609363457,"2009","2009"
"UG200900000054",0.361079,32.566348,1.72890994031518,"2009","2009"
"UG200900000055",0.369527,32.579594,0.883088468190338,"2009","2009"
"UG200900000056",0.337621,32.566391,1.26701182363186,"2009","2009"
"UG200900000057",0.24642,32.629638,0.461312685840074,"2009","2009"
"UG200900000058",0.303862,32.594075,1.27885262787287,"2009","2009"
"UG200900000059",0.286761,32.597482,0.988043613488466,"2009","2009"
"UG200900000060",0.284346,32.570363,1.6744961322747,"2009","2009"
"UG200900000061",0.346751,32.637923,0.905750017739213,"2009","2009"
