id,year,long,lat,treated_unit,treat_year,treated_id,ras_108,ras_240,ras_372,ras_504,ras_636,meanWI
1716386892,2007,34.2210359,1.0175994,1,0,0,-1.625266368,-1.250903019,-0.748815507,-1.042923015,-0.825084586,-1.098598499
1716386892,2008,34.2210359,1.0175994,1,0,0,-1.259543281,-1.056044368,-0.56611769,-0.890940385,-0.741929523,-0.902915049
1716386892,2009,34.2210359,1.0175994,1,0,0,-1.026121494,-1.050342433,-0.667651935,-0.671508204,-0.894600412,-0.862044896
1716386892,2010,34.2210359,1.0175994,1,0,0,-1.335572817,-0.950415464,-0.659143687,-0.725370744,-0.7497962,-0.884059782
1716386892,2011,34.2210359,1.0175994,1,1,1,-0.989707427,-1.050205461,-0.803811518,-0.709772678,-0.935988493,-0.897897115
1716386892,2012,34.2210359,1.0175994,1,1,1,-1.077996572,-0.622555296,-0.492619493,-0.510947615,-0.798094471,-0.700442689
1716386892,2013,34.2210359,1.0175994,1,1,1,-0.962373434,-1.01720804,-0.725943168,-0.689962487,-1.269196986,-0.932936823
1716386892,2014,34.2210359,1.0175994,1,1,1,-0.838766872,-0.966267295,-0.734619102,-1.02474453,-1.404256078,-0.993730775
1716386892,2015,34.2210359,1.0175994,1,1,1,-1.040742816,-1.150734382,-0.743409265,-0.7877037,-1.301969105,-1.004911854
1716386892,2016,34.2210359,1.0175994,1,1,1,-0.725188869,-0.884147906,-0.66057771,-0.760155481,-1.179391111,-0.841892215
1793499333,2006,32.7848464,3.4551339,1,0,0,-2.767554648,-2.726425,-2.099582166,-2.806420825,-2.457100208,-2.571416569
1793499333,2007,32.7848464,3.4551339,1,0,0,-3.035054774,-2.686055635,-3.434775716,-3.275581635,-3.504894927,-3.187272537
1793499333,2008,32.7848464,3.4551339,1,0,0,-2.912590379,-2.858279922,-3.128897262,-3.402151973,-3.274259375,-3.115235782
1793499333,2009,32.7848464,3.4551339,1,0,0,-3.594725871,-3.089363322,-3.338266529,-3.758791163,-3.278007419,-3.411830861
1793499333,2010,32.7848464,3.4551339,1,0,0,-2.893248222,-2.729947971,-2.423575897,-3.077862555,-3.173768148,-2.859680559
1793499333,2011,32.7848464,3.4551339,1,1,1,-3.739374417,-3.04120777,-3.825495874,-3.35765609,-3.585088513,-3.509764533
1793499333,2012,32.7848464,3.4551339,1,1,1,-3.282356684,-2.87020571,-3.619599432,-3.398373764,-2.876926062,-3.20949233
1793499333,2013,32.7848464,3.4551339,1,1,1,-3.495439295,-2.594929313,-3.462603967,-2.214945095,-3.213381906,-2.996259915
1793499333,2014,32.7848464,3.4551339,1,1,1,-3.551996269,-2.639435256,-3.128045838,-2.509041081,-3.60173389,-3.086050467
1793499333,2015,32.7848464,3.4551339,1,1,1,-3.471321993,-2.984007728,-2.681944848,-2.17980189,-3.330216843,-2.92945866
1793499333,2016,32.7848464,3.4551339,1,1,1,-3.730000559,-2.985590968,-3.433328018,-2.998168271,-3.817075363,-3.392832636
1818563193,2006,32.75,3.3499999,1,0,0,-3.228873157,-2.778303238,-2.587823911,-3.352117686,-2.605697176,-2.910563034
1818563193,2007,32.75,3.3499999,1,0,0,-4.097368736,-3.070153115,-4.145585424,-3.668777941,-4.011373474,-3.798651738
1818563193,2008,32.75,3.3499999,1,0,0,-3.935508025,-3.342348945,-3.867916892,-3.742120242,-3.95318695,-3.768216211
1818563193,2009,32.75,3.3499999,1,0,0,-4.145009029,-3.513058408,-3.943787847,-4.126038928,-3.811887652,-3.907956373
